0.0120397,0.010289,0.00957902,0.0100062,0.0100561,0.0100428,0.0102975,0.0106114,0.0105977,0.00987883,0.00867964,0.00690941
0.0424102,0.0383982,0.0326774,0.0413611,0.0485381,0.053504,0.0470197,0.037249,0.0400262,0.0424854,0.0467688,0.0497828
0.0182513,0.0157919,0.0170411,0.0191594,0.0281341,0.0260004,0.0199327,0.0214208,0.0154557,0.0184475,0.0181116,0.026086
0.00291741,0.00621319,0.0038499,0.00576234,0.00776303,0.0096499,0.00608184,0.00518452,0.00469665,0.00672383,0.00571388,0.00486857
0.00230567,0.00210613,0.00244648,0.00249679,0.00298842,0.00408539,0.00429173,0.00499814,0.00240837,0.00241183,0.0034012,0.0034172
0.00238093,0.00156111,0.0028747,0.00257026,0.00223015,0.00355229,0.00391338,0.0025528,0.00159509,0.00262888,0.00357411,0.00254559
0.00428085,0.00458611,0.00407481,0.00347522,0.0044234,0.00520939,0.00416199,0.00410228,0.00349619,0.00360267,0.00387544,0.00292026
0.0230524,0.0235963,0.0297105,0.0366759,0.0350285,0.0505039,0.0602838,0.0604985,0.0548313,0.0431128,0.0352525,0.0302473
0.00796959,0.011625,0.0113619,0.0110504,0.0158206,0.0205578,0.0147011,0.0167188,0.0144259,0.010581,0.0100398,0.00566717
0.0131945,0.0120368,0.0112339,0.0113801,0.0130352,0.0145507,0.00973929,0.0143037,0.014104,0.0138193,0.0121214,0.0095387
0.0327494,0.0279248,0.0237299,0.020929,0.0242307,0.027495,0.0257571,0.0264652,0.0254827,0.0318981,0.0302476,0.027135
0.0145207,0.0114971,0.0127006,0.0122936,0.00612935,0.00871271,0.00960016,0.0104168,0.0125554,0.0125005,0.00595585,0.0115246
0.00295838,0.00484007,0.00511095,0.00532428,0.00561777,0.00460081,0.00384404,0.00472109,0.00678752,0.00640923,0.00450848,0.00335859
0.0118795,0.0121462,0.0104957,0.00957929,0.0118249,0.0139726,0.0146542,0.0175261,0.0196822,0.0194996,0.0167831,0.0156847
0.0106958,0.0085383,0.0156105,0.0109363,0.0123504,0.015793,0.0152365,0.0289318,0.0345528,0.0207175,0.013541,0.010645
0.0188085,0.0170634,0.0185399,0.0152005,0.0148071,0.0165604,0.0186032,0.0139337,0.0178104,0.0150215,0.0181983,0.0149572
0.0298248,0.0286573,0.0222252,0.0202322,0.021162,0.0245712,0.0289951,0.0206429,0.0230613,0.0219599,0.0167576,0.0201144
0.0127851,0.0124297,0.00508351,0.0116066,0.0120998,0.0133527,0.0153195,0.0148646,0.0188853,0.00546375,0.0103811,0.0129481
0.0110279,0.00991775,0.00945907,0.010655,0.0137373,0.014175,0.0137423,0.0192373,0.0157635,0.00926914,0.00962778,0.00836532
0.00618317,0.00503529,0.0020813,0.00257498,0.00456997,0.00418559,0.0057552,0.00928809,0.00515456,0.00445428,0.00625666,0.00341682
0.0131051,0.0132711,0.022035,0.0210044,0.0119159,0.0228525,0.0260832,0.0365985,0.0484435,0.0449421,0.0354498,0.0251817
0.00785657,0.010207,0.012349,0.00706888,0.00744483,0.00961834,0.00768702,0.0075622,0.00701989,0.00861656,0.0100259,0.00905086
0.0235022,0.0227521,0.0206619,0.0178875,0.0171954,0.0191659,0.0202429,0.0201876,0.0227375,0.0214906,0.0173625,0.0189241
0.0318882,0.0284081,0.0269837,0.0252314,0.0221788,0.0184755,0.0182742,0.0240736,0.0304151,0.0244524,0.0194881,0.019886
0.00692909,0.00534179,0.00903398,0.00849398,0.00904552,0.00473773,0.00390279,0.0066126,0.00873145,0.00976558,0.0084932,0.00698722
0.00509764,0.00543786,0.0058226,0.00468399,0.00510188,0.00454614,0.00228253,0.00263837,0.00330758,0.00498736,0.00402506,0.00358752
0.0174612,0.0178204,0.0179364,0.0182951,0.0188501,0.0200934,0.0199656,0.0236379,0.0246533,0.0238209,0.0218568,0.0196642
0.0125918,0.0126077,0.0128841,0.0112115,0.00833612,0.0132079,0.020156,0.0319903,0.034745,0.0218652,0.0123281,0.00971883
0.00615407,0.0052064,0.00471423,0.00378963,0.00853802,0.00945736,0.00948741,0.00532231,0.00611196,0.00694024,0.00856979,0.00729691
0.00494453,0.00315021,0.00295933,0.00352263,0.00387226,0.00780549,0.00580153,0.0033419,0.0045036,0.00416873,0.00513692,0.00358481
0.00170644,0.00193731,0.00152968,0.00151059,0.00236601,0.00493291,0.0038334,0.00419659,0.00360873,0.00424621,0.00471653,0.00455996
0.00450134,0.0035896,0.00414981,0.0043606,0.00404039,0.00423031,0.00393478,0.00401985,0.00394112,0.00311616,0.00291626,0.00283297
0.0179176,0.0162428,0.0167187,0.0145994,0.0155321,0.017575,0.0212823,0.0243464,0.0237524,0.0232745,0.020953,0.0189407
0.0123128,0.00963488,0.0103858,0.0117904,0.0111585,0.0162508,0.0188196,0.033591,0.0333742,0.0227734,0.0158545,0.00976163
0.0106088,0.00969345,0.0124339,0.00852942,0.00904003,0.0112879,0.0115537,0.00902411,0.0090975,0.00999853,0.00877682,0.00734043
0.0294976,0.0280375,0.0239903,0.0204585,0.0163546,0.022845,0.0252665,0.024322,0.0239741,0.0242549,0.019418,0.0199941
0.0183319,0.0163933,0.0168727,0.0152609,0.0126387,0.0157834,0.0192764,0.0180973,0.0173191,0.0186612,0.00896425,0.00848491
0.00511736,0.00526449,0.00575283,0.00600819,0.00444344,0.00514991,0.00507542,0.00492524,0.00787937,0.00681198,0.00678741,0.00602401
0.00770721,0.00534922,0.00573938,0.00552841,0.00689049,0.00809016,0.00927743,0.0114009,0.0112919,0.0137805,0.0101757,0.0100836
0.0112173,0.00645728,0.0146866,0.0105936,0.0125228,0.0266215,0.029377,0.0385852,0.0450551,0.0317578,0.0182388,0.0127351
0.0127668,0.012089,0.0128742,0.0106203,0.00980438,0.0153867,0.0152068,0.0119858,0.0133933,0.0128486,0.0166457,0.0148041
0.0319012,0.0228721,0.0198528,0.0239327,0.0265535,0.0324082,0.0300162,0.0267935,0.0302997,0.0298468,0.0273863,0.0249961
0.0192685,0.0149581,0.0174019,0.0187034,0.00714785,0.0174724,0.00696584,0.0209009,0.0107881,0.0202462,0.00701793,0.0167376
0.0285255,0.0227926,0.0232887,0.0218849,0.0195011,0.0230492,0.0248579,0.0243438,0.0233832,0.0267125,0.023615,0.0245027
0.0127031,0.00754143,0.0109074,0.011606,0.00531836,0.00991736,0.0057226,0.0081757,0.00925234,0.0142861,0.00630785,0.0100861
