-12.4708,6.54111,-0.711982,0.601057,0.321359,-0.0122363,-0.118929,-0.165794,-0.39573,-0.535763,0.103253,0.731794,0.685067,0.295976,-0.221033,0.126748,0.484424,0.121736,-0.187162,-0.37319
-11.2823,5.4439,0.201915,-0.0122792,0.63165,0.300627,-0.203155,-0.310001,-0.357391,-0.580872,-0.09874,0.703996,1.26589,0.297212,-0.41175,0.048958,0.455888,0.387428,-0.339485,-0.336215
-8.20253,4.81762,0.688184,0.61005,0.0364579,-0.0143385,-0.206297,-0.419913,-0.371257,-0.0359477,-0.0122543,0.390935,0.605089,-0.135222,-0.450862,0.175217,0.25239,0.336728,-0.373198,-0.753787
-9.22724,5.53592,0.176119,0.87332,-0.192169,-0.0830699,0.0987504,-0.013546,-0.10996,0.410154,0.126322,0.61652,0.903085,-0.186086,0.0676192,0.234021,0.436605,0.227801,-0.374005,-0.584295
-11.2835,6.38849,0.583851,0.391746,0.219878,-0.0244396,0.0301825,-0.192675,-0.199211,0.113965,0.223474,0.820509,1.14577,0.0688661,-0.358074,0.0795593,0.548245,0.404703,-0.59182,-0.711025
-12.3373,6.26129,0.606359,0.643288,0.213822,-0.183386,0.0251169,-0.38373,-0.437991,-0.277482,0.0529963,1.07193,1.26489,0.291811,-0.457317,0.137219,0.623879,0.221287,-0.925013,-0.704148
-13.3651,6.08957,0.601551,0.932632,0.408591,0.200095,-0.182518,-0.727715,-0.542288,-0.430485,0.395031,1.11096,1.44636,0.335694,-0.623992,-0.0894728,0.654724,0.163859,-0.865023,-0.785408
-13.9501,6.20239,0.743225,1.04972,0.713221,0.245649,0.0513621,-0.636142,-0.510505,-0.570597,0.452471,1.31441,1.69973,0.49302,-0.62115,-0.135521,0.571583,0.331215,-1.1281,-0.884165
-14.202,6.18564,0.841607,0.985097,0.545058,0.35727,-0.0811001,-0.45656,-0.708271,-0.441318,0.18433,1.39889,1.78055,0.445174,-0.498541,-0.230856,0.622667,0.268321,-1.19985,-0.820201
-14.7745,6.1249,0.610758,0.851613,0.69009,0.217961,-0.114111,-0.779067,-0.678321,-0.155839,0.273862,1.50732,1.81701,0.58548,-0.404733,-0.227059,0.764695,0.523767,-1.00616,-0.808437
-14.9357,5.8717,0.458036,0.874551,0.430014,0.182788,-0.128528,-0.665071,-0.812506,-0.429833,0.381872,1.35475,1.85278,0.506317,-0.376804,-0.267776,0.634569,0.242184,-1.12785,-0.889042
-15.2351,5.96013,0.543294,0.975412,0.4702,0.199221,-0.00399625,-0.745088,-0.918092,-0.459253,0.272978,1.54624,1.76074,0.585797,-0.613495,-0.343559,0.563327,0.128843,-0.940175,-0.854623
-15.4725,5.98307,0.635814,0.796854,0.653831,0.19659,0.177461,-0.583693,-0.758157,-0.447842,0.326654,1.72211,1.88538,0.822461,-0.422034,-0.193284,0.560396,0.335892,-0.825915,-0.89202
-15.5659,6.08458,0.700286,0.739618,0.53233,0.173442,-0.0155306,-0.687297,-0.796897,-0.556525,0.324514,1.50855,1.75081,0.680565,-0.493084,-0.394586,0.594452,0.23605,-0.858621,-0.856837
-15.665,5.97854,0.535101,0.561384,0.603426,0.330185,-0.0730409,-0.591264,-0.76217,-0.559449,0.281087,1.46327,1.85914,0.711799,-0.403779,-0.266427,0.513413,0.203937,-0.887561,-0.789847
-16.1942,6.16392,0.64436,0.356669,0.575756,0.359036,-0.00818052,-0.503171,-0.67584,-0.549876,0.187349,1.55912,1.89748,0.513737,-0.456152,-0.188707,0.478276,0.0765867,-0.973861,-1.0114
-16.2463,5.89948,0.450434,0.269249,0.421613,0.320642,-0.164592,-0.647462,-0.729045,-0.683238,0.22283,1.58019,1.67914,0.416933,-0.629604,-0.260449,0.406324,0.0963184,-0.998559,-0.892451
-16.4071,5.85932,0.614796,0.476422,0.509183,0.144334,0.00417347,-0.456315,-0.638253,-0.605023,0.297433,1.5527,1.88226,0.552239,-0.558007,-0.228613,0.523742,0.416025,-0.918178,-1.0615
-16.5248,5.81354,0.606001,0.330514,0.429439,0.189432,-0.050039,-0.459589,-0.528511,-0.620481,0.252211,1.44346,1.83854,0.541162,-0.435091,-0.183473,0.540707,0.283689,-1.00131,-0.987027
-16.6754,5.74325,0.750887,0.0938013,0.244827,0.507735,-0.111997,-0.73,-0.63223,-0.468024,-0.0209257,1.28058,1.83483,0.616845,-0.414697,-0.256325,0.415886,0.123556,-0.963707,-0.958475
-16.7372,5.81742,0.513245,0.286504,0.443494,0.081456,0.0663128,-0.600229,-0.703321,-0.544722,0.115922,1.50694,1.60642,0.455471,-0.509862,-0.221492,0.51177,0.0303813,-0.922506,-0.874591
-16.9002,5.57074,0.444393,0.161184,0.512622,0.0748018,-0.01988,-0.483528,-0.779502,-0.513863,0.299597,1.40894,1.77741,0.614428,-0.417762,0.0412882,0.553261,-0.0376522,-1.11122,-0.763683
-17.3387,5.72193,0.386071,-0.0840347,0.280863,-0.0689831,-0.289679,-0.501364,-0.786525,-0.579159,0.100602,1.18763,1.5331,0.502525,-0.410694,-0.25331,0.572417,-0.138164,-1.17076,-0.746201
-17.2765,5.47377,0.446821,-0.0245504,0.402164,-0.157599,-0.455946,-0.486877,-0.653486,-0.667122,0.294355,1.13542,1.48106,0.605995,-0.633659,-0.14418,0.478735,-0.0848787,-1.04028,-0.629312
-17.4769,5.11371,0.453974,-0.00700057,0.311386,-0.215594,-0.621256,-0.571819,-0.768707,-0.62733,0.20806,0.970278,1.46879,0.696398,-0.708049,-0.297609,0.502104,-0.13435,-0.916424,-0.515816
-17.3402,5.27916,0.68019,0.236446,0.479815,0.0596284,-0.442515,-0.53173,-0.494229,-0.529249,0.208384,0.929923,1.40627,0.633173,-0.595132,-0.128665,0.537125,-0.166355,-1.14056,-0.645955
-17.7267,5.26902,0.739666,0.396269,0.515755,0.0188589,-0.383568,-0.491386,-0.414278,-0.570432,0.160592,1.15098,1.35467,0.603015,-0.652937,-0.113395,0.695803,-0.00612184,-0.959068,-0.60743
